"code_mode","high_educ","imd_band","finRes","logSum_click","disabil","Wscal_score"
"BBB","HE Qual","70-80%","Fail",6.15060276844628,"N",0.49
"GGG","Lower","40-50%","Fail",4.82028156560504,"N",0.44
"CCC","A-Level","80-90%","Fail",6.78105762593618,"N",-0.86
"GGG","Lower","20-30%","Fail",3.8286413964891,"N",-3.25
"GGG","Lower","20-30%","Pass",5.31320597904179,"N",0.15
"GGG","Lower","30-40%","Fail",6.40025744530882,"N",0.36
"CCC","A-Level","70-80%","Pass",7.56631101477246,"N",0.23
"BBB","Lower","30-40%","Fail",5.63835466933375,"Y",0.12
"BBB","Lower","0-10%","Fail",4.78749174278205,"N",-0.05
"FFF","Lower","50-60%","Fail",7.74630066223144,"N",-0.59
"DDD","A-Level","60-70%","Pass",7.07918439460967,"N",0.12
"EEE","Lower","70-80%","Fail",6.87419849545329,"N",-0.86
"GGG","Lower","20-30%","Fail",5.41610040220442,"N",-0.63
"DDD","A-Level","80-90%","Pass",7.13648320859025,"N",0.33
"GGG","A-Level","40-50%","Fail",0,"N",-3.25
"FFF","A-Level","30-40%","Pass",8.16876982367527,"N",0.8
"EEE","HE Qual","70-80%","Fail",2.70805020110221,"N",-2.1335
"GGG","Lower","90-100%","Pass",6.61472560020376,"N",0.921
"BBB","A-Level","0-10%","Pass",5.28320372873799,"N",0.41
"BBB","HE Qual","70-80%","Pass",6.62936325343745,"N",0.56
"FFF","HE Qual","20-30%","Fail",4.81218435537242,"N",-3.25
"GGG","None","0-10%","Fail",6.84161547647759,"N",-0.8605
"EEE","HE Qual","30-40%","Pass",7.09340462586877,"N",-0.13
"BBB","A-Level","50-60%","Pass",7.17472430983638,"N",0.49
"FFF","Lower","30-40%","Pass",8.19918935907807,"N",0.87
"BBB","A-Level","70-80%","Pass",7.13966033596492,"Y",0.94
"DDD","A-Level","30-40%","Fail",3.8286413964891,"N",-3.25
"FFF","Lower","30-40%","Pass",8.82217476094608,"N",0.51
"FFF","A-Level","60-70%","Fail",7.99564360428727,"Y",-0.24
"EEE","HE Qual","90-100%",NA,8.59267165259214,"N",0.7775
"FFF","Lower","40-50%","Pass",7.88306935130575,"N",0.63
"BBB","A-Level","30-40%","Fail",5.75890177387728,"N",0.67
"FFF","A-Level","20-30%","Pass",7.79975331828725,"N",0.39
"FFF","HE Qual","30-40%","Pass",7.21890970761906,"N",0.56
"GGG","A-Level","0-10%","Pass",5.53338948872752,"N",0.845
"DDD","Lower","60-70%","Pass",8.54266598738927,"Y",-0.11
"BBB","Lower","60-70%","Pass",5.53338948872752,"N",0.29
"CCC","A-Level","40-50%","Pass",7.60389796852188,"N",0.42
"EEE","HE Qual","40-50%","Pass",6.55393340402581,"N",0.72
"BBB","Lower","30-40%","Fail",6.74523634948436,"N",0.03
"BBB","A-Level","0-10%","Pass",5.85220247977447,"N",0.11
"BBB","Lower","30-40%","Pass",5.77455154554441,"N",0.56
"GGG","Lower","70-80%","Fail",0,"N",-3.25
"BBB","Lower","20-30%","Fail",5.86929691313377,"N",0.18
"GGG","Lower","0-10%","Fail",2.30258509299405,"N",-3.25
"BBB","Lower","0-10%","Fail",6.71538338633468,"N",-0.86
"GGG","Lower","30-40%","Fail",7.23921497377981,"N",0.707
"CCC","HE Qual","40-50%","Pass",7.24708058458576,"N",-0.238
"BBB","Lower","30-40%","Fail",6.88243747099785,"N",0.38
"FFF","Lower","0-10%","Pass",7.4899708988348,"N",-0.08
"DDD","A-Level","40-50%","Pass",7.5422134631934,"N",-0.71
"GGG","Lower","0-10%","Pass",6.57507584059962,"N",-0.05
"GGG","A-Level","90-100%","Pass",7.91205688817901,"N",0.55
"EEE",NA,"30-40%","Pass",7.97418866928601,"N",1.092
"BBB","HE Qual","50-60%","Pass",5.69035945432406,"N",0.7975
"BBB","Lower","30-40%","Fail",5.63121178182137,"Y",-1.07
"BBB","Lower","30-40%","Pass",7.13568734702814,"N",0.05
"GGG","A-Level","40-50%","Fail",4.97673374242057,"N",-0.43
"GGG","Lower","0-10%","Fail",5.35185813347607,"N",-3.25
"DDD","Lower","70-80%","Pass",8.32117830749028,"N",-0.06
"CCC","Lower","60-70%","Fail",7.0604763659998,"N",-1.47
"BBB","Lower","60-70%","Fail",4.14313472639153,"N",-0.47
"CCC",NA,"30-40%",NA,7.12044437239249,"N",1.304
"GGG","A-Level","0-10%",NA,6.19440539110467,"N",0.72
"GGG","Lower","30-40%","Fail",5.87211778947542,"N",-0.08
"BBB","A-Level","50-60%","Pass",6.05443934626937,"N",0.61
"GGG","A-Level","70-80%","Pass",5.82304589548302,"Y",0.79
"FFF","A-Level","80-90%","Fail",5.74620319054015,"Y",-0.646
"FFF","Lower","30-40%","Pass",7.24636808010246,"N",-0.08
"EEE","HE Qual","80-90%","Fail",6.69950034016168,"N",0.05
"BBB","Lower","60-70%","Fail",4.85981240436167,"N",-0.23
"FFF","Lower","30-40%","Fail",6.29710931993394,"Y",0.44
"CCC","Lower","70-80%","Fail",7.23921497377981,"N",-0.65
"EEE","A-Level","60-70%","Pass",8.56883642456808,"N",0.52
"BBB","Lower","0-10%","Pass",5.57594910314632,"N",0.51
"CCC","A-Level","30-40%","Pass",7.11069612297883,"N",0.97
"GGG","A-Level","60-70%","Fail",6.36647044773144,"N",0.64
"GGG","Lower","50-60%","Fail",4.44265125649032,"N",-0.74
"DDD","HE Qual","50-60%","Pass",6.98656645940643,"N",0.4
"DDD","A-Level","70-80%","Fail",6.22653666928747,"N",-0.56
"EEE","HE Qual","90-100%","Pass",7.83518375526675,"N",1.01
"EEE","HE Qual","20-30%","Fail",1.38629436111989,"N",-3.25
"BBB","Lower","30-40%","Pass",9.17668017048355,"N",0.56
"EEE","A-Level","60-70%",NA,7.4265490723973,"N",0.79
"EEE","HE Qual","20-30%","Pass",6.86171134048073,"N",0.19
"EEE","A-Level","30-40%","Pass",7.85825418218603,"N",0.67
"CCC","A-Level","30-40%","Pass",7.96831950001272,"N",0.07
"DDD","Lower","30-40%","Pass",7.25841215059531,"N",0
"FFF","A-Level","40-50%","Pass",8.50491816054062,"Y",0.15
"DDD","Lower","30-40%",NA,7.08002649992259,"N",0.82
"BBB","HE Qual","30-40%","Fail",5.04342511691925,"N",0.28
"FFF","Lower","30-40%","Fail",6.7900972355139,"N",-0.29
"DDD","A-Level","90-100%","Pass",6.68461172766793,"N",-0.13
"GGG","A-Level","0-10%","Fail",6.50279004591562,"N",-0.66
"DDD","Lower","30-40%","Pass",6.44888939414686,"N",-0.24
"EEE","A-Level","40-50%","Fail",7.63046126178363,"N",-0.85
"BBB","Lower","90-100%","Pass",5.87773578177964,"N",0.24
"EEE","A-Level","30-40%","Fail",7.20191631753163,"N",0.66
"GGG","Lower","20-30%","Pass",6.64248680136726,"N",0.16
"DDD","A-Level","60-70%","Pass",6.90775527898214,"Y",0.42
"EEE","Lower","40-50%","Pass",7.10987946307227,"N",0.13
"BBB","A-Level","70-80%","Fail",0,"N",-0.24
"FFF","A-Level","30-40%","Pass",8.05706068196577,"N",0.06
"DDD","Lower","30-40%","Pass",6.04973345523196,"N",-0.98
"BBB","HE Qual","20-30%","Pass",6.65929391968364,"N",0.75
"FFF","Lower","30-40%","Pass",7.11151211649616,"N",0.53
"FFF","A-Level","80-90%","Pass",8.40916244720253,"N",0.64
"GGG","Lower","70-80%","Pass",6.55535689181067,"N",1.03
"BBB","Lower","0-10%","Pass",7.5999019592085,"N",0.03
"BBB","Lower","70-80%","Fail",4.9416424226093,"N",0.735
"BBB","HE Qual","0-10%","Pass",5.65948221575962,"N",0.45
"FFF","A-Level","70-80%","Fail",6.26339826259162,"Y",0.18
"FFF","Lower","30-40%","Pass",9.08045945112166,"N",0.84
"FFF","A-Level","50-60%","Pass",8.09162741160107,"N",0.52
"DDD","HE Qual","90-100%","Pass",6.80350525760834,"N",0.45
"GGG","Lower","30-40%","Fail",5.25749537202778,"N",0.53
"CCC","A-Level","20-30%",NA,7.1800698743028,"Y",0.83
"FFF","A-Level","50-60%","Fail",5.08140436498446,"N",-3.25
"BBB","A-Level","20-30%","Fail",5.62762111369064,"N",-1.48
"GGG","Lower","50-60%",NA,6.58202513889283,"N",0.58
"FFF","A-Level","90-100%","Pass",8.86021535890118,"N",0.66
"FFF","Lower","0-10%","Fail",3.17805383034795,"N",-3.25
"FFF","Lower","60-70%","Pass",8.3813734682737,"N",0.26
"DDD","A-Level","60-70%","Pass",7.1777824161952,"N",0.15
"BBB","Lower","50-60%","Fail",1.38629436111989,"N",-1.15
"FFF","Lower","0-10%","Fail",6.49828214947643,"N",-0.74
"GGG","A-Level","60-70%",NA,6.38856140554563,"N",1
"GGG","A-Level","30-40%","Fail",1.09861228866811,"Y",-1.38
"GGG","A-Level","50-60%",NA,6.41345895716736,"N",0.9
"EEE","Lower","90-100%",NA,7.54802896993501,"N",0.741
"BBB","A-Level","20-30%","Pass",5.16478597392351,"Y",-0.55
"FFF","A-Level","50-60%",NA,8.53346016388011,"N",0.86
"FFF","Lower","60-70%","Fail",6.21660610108486,"N",0.5
"FFF","HE Qual","30-40%","Pass",7.61381868480863,"N",0.84
"CCC","HE Qual","50-60%",NA,8.29104513108173,"N",1.2
"BBB","A-Level","80-90%",NA,7.19967834569117,"N",0.7
"EEE","A-Level","50-60%","Pass",7.68294316987829,"N",-0.01
"EEE","A-Level","80-90%","Pass",7.71779621101358,"N",0.87
"GGG","A-Level","80-90%",NA,6.75693238924755,"N",0.998
"FFF","HE Qual","20-30%",NA,8.41913925094085,"N",0.8
"EEE",NA,"50-60%","Pass",7.59387784460512,"N",-0.46
"FFF","A-Level","80-90%","Pass",7.39572160860205,"N",-0.096
"EEE","HE Qual","80-90%",NA,7.75362354655975,"N",1.12
"DDD","Lower","80-90%","Fail",5.42934562895444,"N",-0.02
"DDD","A-Level","40-50%","Fail",7.10002716662926,"N",-0.8
"FFF","HE Qual","30-40%","Fail",5.48893772615669,"N",-0.14
"BBB","Lower","0-10%","Fail",6.27664348934164,"N",-0.02
"GGG","Lower","0-10%","Fail",5.78996017089725,"N",-0.7
"FFF","A-Level","80-90%","Pass",7.78862606562503,"N",0.66
"BBB","None","50-60%","Pass",7.17395831975679,"N",0.04
"GGG","Lower","20-30%","Pass",5.95064255258773,"N",0.65
"DDD","A-Level","80-90%","Pass",8.24800570160062,"N",0.38
"FFF","Lower","30-40%","Pass",7.88004820097158,"N",-0.08
"BBB","Lower","30-40%","Fail",5.09375020080676,"N",0.23
"EEE","A-Level","30-40%","Fail",7.31188616407716,"N",-0.29
"FFF","Lower","30-40%","Fail",7.95085485771999,"N",-0.19
"GGG","A-Level","20-30%","Pass",6.60934924316738,"N",0.39
"BBB","A-Level","90-100%","Fail",6.74875954749168,"N",0.67
"EEE","Lower","50-60%","Pass",7.9098566672694,"N",0.52
"EEE","HE Qual","30-40%",NA,7.35244110024358,"N",0.91
"FFF","HE Qual","30-40%","Pass",8.48342956126343,"N",0.82
"FFF","Lower","80-90%","Pass",8.71456755083648,"N",0.9645
"DDD","HE Qual","50-60%",NA,8.88889466937159,"N",0.911
"GGG","Lower","70-80%","Fail",3.66356164612965,"N",-3.25
"FFF","HE Qual","30-40%","Pass",8.5855992240803,"N",0.5
"BBB","A-Level","30-40%","Pass",7.62559507213245,"N",-0.81
"FFF","HE Qual","50-60%","Fail",7.54960916515453,"N",-0.33
"CCC","Lower","80-90%","Pass",8.24485939591126,"N",0.5
"CCC","A-Level","30-40%","Pass",6.21260609575152,"N",-0.16
"BBB","Lower","60-70%","Fail",4.86753445045558,"N",-0.26
"BBB","Lower","50-60%",NA,6.88346258641309,"N",0.77
"EEE","A-Level","70-80%","Fail",4.49980967033027,"Y",-3.012
"FFF","A-Level","70-80%","Pass",8.13768818497761,"N",0.56
"CCC","Lower","20-30%","Pass",7.44600149832412,"N",0.5
"DDD","A-Level","90-100%","Fail",3.25809653802148,"N",-3.25
"BBB","A-Level","80-90%","Pass",8.25842246245888,"N",0.85
"BBB","Lower","20-30%","Pass",6.4425401664682,"N",0.67
"FFF","HE Qual","80-90%","Fail",5.07517381523383,"N",-0.56
"DDD","HE Qual","70-80%","Pass",7.3178761986265,"N",0.806
"BBB","Lower","50-60%","Pass",4.7361984483945,"N",0.2
"BBB","HE Qual","30-40%","Pass",6.97260625130175,"N",0.82
"BBB","HE Qual","30-40%","Pass",5.77455154554441,"N",0.39
"GGG","Lower","40-50%","Pass",6.84481547920826,"N",0.62
"CCC","HE Qual","30-40%","Pass",7.42595365707754,"N",0.18
"CCC","A-Level","40-50%","Fail",0,"N",-3.2475
"BBB","A-Level","50-60%","Pass",5.74620319054015,"N",0.14
"GGG","Lower","70-80%","Pass",5.88332238848828,"N",0.3
"FFF","Lower","30-40%",NA,7.71378461659875,"N",0.92
"GGG","Lower","30-40%","Fail",7.37525577800975,"Y",0.4625
"EEE","A-Level","80-90%","Pass",7.37337430991005,"N",0.52
"FFF","A-Level","80-90%","Pass",8.48384321173468,"N",-0.09
"BBB","Lower","50-60%","Pass",5.48479693349065,"N",0.77
"BBB","A-Level","30-40%","Pass",6.5191472879404,"Y",-0.24
"BBB","Lower","0-10%","Fail",3.55534806148941,"N",-0.56
"BBB","A-Level","90-100%","Pass",4.88280192258637,"N",0.45
"CCC","A-Level","50-60%","Pass",6.23832462503951,"N",0.47
"FFF","Lower","40-50%","Pass",8.0487882835342,"N",0.03
"FFF","Lower","0-10%","Pass",7.67275789664251,"N",0.51
"GGG","A-Level","60-70%","Pass",6.90975328164481,"N",0.69
"BBB","HE Qual","40-50%",NA,6.8351845861473,"N",1.084
"FFF","Lower","40-50%",NA,7.92660259918138,"N",0.86
"CCC","Lower","40-50%","Pass",7.58069975222456,"N",-0.33
"BBB","Lower","30-40%","Pass",5.90263333340137,"N",-0.48
"BBB","A-Level","0-10%","Pass",6.68461172766793,"N",0.7
"FFF","A-Level","50-60%","Fail",5.48063892334199,"N",-0.88
"FFF","Lower","20-30%","Fail",5.36597601502185,"N",0.17
"EEE","Lower","60-70%","Pass",6.94601399109923,"N",0.05
"DDD","A-Level","90-100%","Pass",8.50025047068593,"N",0.8565
"GGG","A-Level","30-40%","Pass",5.94803498918065,"N",0.63
"FFF","HE Qual","60-70%","Pass",8.6909784171879,"N",0.6
"CCC","Lower","40-50%","Fail",0,"N",-3.25
"BBB","A-Level","50-60%","Fail",5.02388052084628,"N",0.08
"BBB","A-Level","30-40%","Fail",6.82979373751242,"N",0.42
"BBB","A-Level","90-100%","Pass",5.20948615284142,"N",0.38
"FFF","A-Level","30-40%","Pass",8.60135049942296,"N",0.49
"DDD","A-Level","20-30%",NA,7.98104975966596,"Y",0.48
"DDD","A-Level","30-40%",NA,7.07411681619736,"N",0.0235
"EEE","A-Level","80-90%","Pass",7.71378461659875,"N",0.61
"DDD","A-Level","30-40%",NA,7.80710329012598,"Y",1.014
"FFF","A-Level","90-100%","Pass",8.06274790108635,"N",0.19
"GGG","Lower","30-40%","Pass",6.31896811374643,"N",0.08
"FFF","Lower","30-40%","Pass",6.97447891102505,"N",0.11
"GGG","Lower","30-40%","Fail",2.99573227355399,"N",0.44
"FFF","Lower","20-30%","Pass",8.06777619577889,"N",0.57
"BBB","Lower","40-50%","Pass",6.34212141872115,"N",0.63
"DDD","Lower","20-30%","Pass",6.38350663488401,"N",-0.28
"DDD","A-Level","20-30%","Fail",7.04403289727469,"N",0.14
"FFF","A-Level","0-10%","Fail",6.35437004079735,"N",-0.15
"DDD","A-Level","0-10%","Pass",6.79570577517351,"Y",-0.82
"FFF","Lower","20-30%","Pass",8.10319175228579,"N",0.27
"BBB","A-Level","90-100%","Pass",6.54391184556479,"N",0.18
"BBB","A-Level","60-70%","Pass",6.96318998587024,"N",0.57
"EEE","Lower","30-40%","Pass",7.77275271646874,"N",0.9595
"DDD","HE Qual","60-70%","Fail",7.0184017990692,"N",-1.26
"CCC","HE Qual","70-80%","Pass",7.87283617502572,"N",-0.15
"CCC","A-Level","40-50%","Fail",6.68710860786651,"N",0.27
"CCC","A-Level","40-50%","Pass",7.66996199547358,"N",0.57
"DDD","HE Qual","30-40%","Pass",6.54534966033442,"N",0.81
"FFF","A-Level","50-60%","Pass",8.52971447196991,"N",0.32
"EEE","HE Qual","70-80%","Pass",6.94985645500077,"N",0.68
"FFF","A-Level","60-70%","Pass",8.56350409427949,"N",0.62
"BBB","Lower","40-50%","Fail",3.43398720448515,"N",-3.25
"DDD","Lower","30-40%","Fail",2.77258872223978,"N",-3.25
"GGG","Lower","90-100%","Fail",0,"N",-3.25
"FFF","A-Level","60-70%","Pass",7.5963923040642,"N",0.15
"GGG","A-Level","20-30%","Pass",6.17170059741091,"N",0.76
"BBB","Lower","70-80%","Pass",7.88608140177575,"N",-0.52
"GGG","Lower","30-40%","Fail",5.44673737166631,"N",-0.46
"FFF","A-Level","80-90%","Pass",8.21851757748959,"N",0.37
"FFF","Lower","40-50%","Pass",8.06902932877496,"N",0.668
"BBB","Lower","20-30%","Pass",7.07157336421153,"N",0.51
"FFF","A-Level","30-40%","Pass",7.88908440703551,"N",0.67
"GGG","A-Level","30-40%","Fail",6.48004456192665,"N",0.03
"CCC","A-Level","40-50%","Pass",7.74630066223144,"N",0.58
"BBB","A-Level","80-90%",NA,5.59471137960184,"N",0.91
"EEE","A-Level","50-60%",NA,8.33663008763715,"N",0.68
"FFF","HE Qual","90-100%","Pass",8.45105338891169,"N",0.06
"FFF","A-Level","90-100%",NA,8.55043452519604,"N",0.95
"BBB","HE Qual","80-90%","Pass",6.71295620067707,"N",0.967
"GGG","Lower","40-50%","Pass",6.52356230614951,"N",0.31
"DDD","Lower","40-50%","Pass",7.53208814354172,"N",0.26
"FFF","A-Level","40-50%","Fail",7.71957398925958,"N",0.01
"EEE","Lower","30-40%","Fail",1.6094379124341,"N",-3.25
"CCC","HE Qual","20-30%","Fail",0,"N",-3.25
"DDD","A-Level","60-70%","Fail",5.42053499927229,"N",0.08
"BBB","A-Level","0-10%","Pass",7.33367639565768,"N",-0.67
"FFF","A-Level","90-100%","Pass",8.18004072349016,"N",0.64
"GGG","Lower","20-30%","Fail",6.05678401322862,"N",0.422
"BBB","A-Level","60-70%","Pass",4.61512051684126,"N",0.47
"BBB","A-Level","50-60%",NA,6.02344759296103,"N",0.6
"GGG","Lower","30-40%","Pass",6.13122648948314,"Y",0.25
"EEE","Lower","20-30%","Fail",4.54329478227,"N",-3.25
"FFF","A-Level","80-90%","Pass",8.02649693894541,"N",0.67
"GGG","Lower","30-40%","Fail",5.09375020080676,"N",-3.25
"EEE","A-Level","40-50%","Pass",7.67925142595306,"N",-0.765
"AAA","HE Qual","50-60%","Pass",5.8348107370626,"N",-0.39
"FFF","Lower","0-10%","Fail",8.07153089355666,"Y",-0.65
"CCC","HE Qual","60-70%","Pass",6.96790920180188,"N",0.54
"BBB","Lower","30-40%","Pass",5.72358510195238,"N",-0.45
"BBB","Lower","40-50%",NA,6.30809844150953,"N",0.6
"GGG","Lower","30-40%","Pass",7.37400185935016,"N",0.02
"GGG","A-Level","90-100%","Pass",7.12286665859908,"N",1.052
"GGG","Lower","60-70%","Pass",6.68210859744981,"N",0.66
"DDD","Lower","30-40%","Pass",6.15060276844628,"N",0.2
"EEE","A-Level","30-40%","Pass",6.76849321164863,"N",0.3
"DDD","A-Level","80-90%","Pass",7.24921505711439,"N",0.36
"EEE","A-Level","90-100%",NA,8.26898820950666,"N",1.15
"GGG","Lower","90-100%","Fail",4.76217393479776,"N",-0.59
"GGG","A-Level","30-40%",NA,6.65027904858742,"N",1.07
"DDD","A-Level","60-70%","Pass",6.9782137426307,"N",0.49
"FFF","Lower","90-100%","Fail",7.26682734752059,"N",-0.24
"BBB","Lower","60-70%","Fail",4.77912349311153,"N",-0.52
"GGG","Lower","30-40%","Pass",6.19031540585315,"N",0.4
"BBB","Lower","30-40%","Pass",5.56068163101553,"N",0.57
"GGG","A-Level","40-50%",NA,7.04838640872188,"N",0.97
"BBB","A-Level","60-70%",NA,5.80211837537706,"N",0.43
"BBB","HE Qual","70-80%","Fail",0,"N",-3.25
"BBB","A-Level","50-60%","Fail",6.11368217983223,"N",0.41
"BBB","HE Qual","70-80%",NA,5.99146454710798,"N",0.68
"GGG","Lower","80-90%","Fail",5.18738580584075,"N",-0.09
"BBB","Lower","30-40%","Pass",5.28320372873799,"N",0.47
"DDD","A-Level","20-30%","Pass",7.20191631753163,"N",-0.07
"CCC","A-Level","30-40%","Pass",8.12622252945853,"N",0.19
"EEE","HE Qual","60-70%",NA,7.91169052070834,"N",1.046
"FFF","A-Level","30-40%","Pass",8.11192806331074,"N",0.79
"FFF","A-Level","30-40%","Pass",7.76556908109732,"N",0.31
"BBB","A-Level","90-100%","Pass",6.88346258641309,"N",0.78
"BBB","A-Level","0-10%","Pass",6.20657592672493,"Y",0.14
"BBB","Lower","20-30%","Pass",9.34329659922481,"N",0.83
"BBB","Lower","20-30%","Pass",6.47389069635227,"N",0.33
"GGG","Lower","40-50%","Pass",6.23832462503951,"N",0.67
"FFF","A-Level","30-40%","Fail",4.85203026391962,"N",0.6125
"BBB","Lower","90-100%","Pass",6.63068338564237,"N",0.89
"EEE","Lower","50-60%","Pass",7.49052940206071,"N",0.6
"DDD","HE Qual","20-30%",NA,7.63626960337937,"N",0.71
"BBB","A-Level","30-40%","Pass",8.97271749939714,"N",0.77
"FFF","A-Level","0-10%","Fail",7.59387784460512,"N",-0.33
"BBB","A-Level","0-10%",NA,7.95472333449791,"N",0.92
"DDD","HE Qual","90-100%","Pass",7.0604763659998,"N",0.51
"FFF","None","30-40%","Fail",2.07944154167984,"N",-3.25
"GGG","A-Level","30-40%","Pass",6.07073772800249,"N",0.65
"EEE","A-Level","70-80%","Fail",6.62406522779989,"N",-0.04
"FFF","A-Level","90-100%","Pass",7.94590959861313,"N",0.62
"BBB","Lower","40-50%","Pass",6.88448665204278,"N",0.65
"BBB","A-Level","50-60%","Pass",7.2841348061952,"N",0.62
"EEE","HE Qual","30-40%","Pass",7.05444965813294,"N",0.96
"FFF","A-Level","20-30%","Pass",7.32118855673948,"N",0.31
"EEE","A-Level","80-90%","Pass",7.81802793853073,"N",0.8
"FFF","A-Level","60-70%","Fail",7.24921505711439,"N",0.27
"GGG","A-Level","20-30%",NA,6.71052310945243,"N",0.19
"FFF","A-Level","30-40%","Pass",7.81318726752142,"N",0.37
"DDD","Lower","20-30%","Fail",6.4377516497364,"N",-0.72
"GGG","Lower","40-50%","Fail",0,"N",-0.47
"FFF","Lower","30-40%","Pass",8.71127861513043,"N",0.87
"GGG","Lower","30-40%","Fail",0,"N",-3.25
"GGG","None","30-40%","Pass",6.51323011091231,"N",0.32
"DDD","Lower","70-80%","Pass",6.5875500148248,"N",-0.876
"EEE","HE Qual","30-40%","Pass",7.1777824161952,"N",0.63
"GGG","None","0-10%",NA,6.34738920965601,"N",0.74
"FFF","A-Level","30-40%","Fail",6.70196036600254,"N",0.53
"EEE","Lower","60-70%","Pass",8.36124088964235,"N",0.04
"GGG","Lower","0-10%","Fail",5.01727983681492,"N",-1.59
"GGG","Lower","40-50%","Fail",5.48893772615669,"N",-0.12
"GGG","A-Level","40-50%",NA,6.51323011091231,"N",0.7
"BBB","A-Level","30-40%","Pass",6.63725803128446,"Y",-0.33
"BBB","A-Level","0-10%","Pass",5.47227067367148,"N",-0.03
"DDD","A-Level","90-100%","Fail",4.7361984483945,"N",-0.61
"FFF","HE Qual","60-70%","Pass",7.69439280262942,"N",0.69
"EEE","Lower","80-90%","Pass",7.1066061377273,"N",0.13
"FFF","A-Level","30-40%","Fail",5.17614973257383,"N",0.44
"FFF","A-Level","30-40%","Pass",8.13563990335439,"N",0.03
"DDD","A-Level","50-60%","Pass",6.22257626807137,"N",0
"FFF","A-Level","70-80%","Pass",7.1608459066643,"N",0.2
"FFF","A-Level","80-90%","Pass",7.23993259132047,"N",-0.04
"DDD","A-Level","40-50%","Fail",3.36729582998647,"N",-2.655
"CCC","A-Level","70-80%","Fail",5.82008293035236,"Y",-0.58
"DDD","Lower","20-30%","Fail",6.10031895202006,"N",-0.64
"EEE","A-Level","70-80%","Pass",8.11969625295725,"N",0.86
"FFF","None","30-40%","Pass",8.84159284680318,"N",0.66
"FFF","HE Qual","70-80%",NA,8.21527695893663,"N",0.64
"DDD","Lower","20-30%","Pass",6.22653666928747,"N",-0.18
"GGG","Lower","20-30%","Pass",6.53958595561767,"N",0.57
"DDD","A-Level","90-100%","Pass",6.50428817353665,"N",0.63
"BBB","A-Level","30-40%",NA,7.38461038317697,"N",-0.02
"BBB","Lower","30-40%","Fail",6.16751649088834,"N",-1.07
"FFF","A-Level","70-80%","Pass",7.24565506759454,"N",-0.196
"BBB","Lower","30-40%","Fail",5.16478597392351,"N",-0.61
"FFF","A-Level","50-60%","Pass",7.22620901010067,"N",0.3
"FFF","A-Level","30-40%",NA,8.52654928634026,"N",0.66
"EEE","Lower","20-30%","Pass",7.03262426102801,"N",0.55
"FFF","Lower","60-70%","Pass",7.74500280351584,"N",0.21
"FFF","Lower","90-100%","Fail",4.71849887129509,"Y",-2.708
"FFF","A-Level","90-100%","Fail",6.1527326947041,"N",0.44
"DDD","A-Level","80-90%","Pass",6.8330317327862,"N",0.4
"FFF","HE Qual","20-30%",NA,8.50004703258127,"N",0.89
"GGG","Lower","40-50%","Pass",6.3750248198281,"Y",0.62
"DDD","A-Level","20-30%","Pass",6.89568269774787,"N",-0.85
"CCC","Lower","70-80%","Fail",8.16621626859214,"N",-0.31
"FFF","Lower","20-30%","Fail",6.06145691892802,"N",0.05
"BBB","A-Level","30-40%","Pass",6.59987049921284,"N",0.69
"BBB","HE Qual","60-70%","Pass",7.14755927118945,"N",0.46
"FFF","A-Level","50-60%","Fail",6.16961073249146,"N",0.48
"BBB","A-Level","80-90%","Pass",6.51767127291227,"N",0.28
"BBB","Lower","0-10%","Fail",7.83755436088108,"N",0.01
"BBB","Lower","30-40%","Fail",3.17805383034795,"N",-0.82
"GGG","A-Level","40-50%",NA,6.92067150424868,"N",0.77
"BBB","A-Level","60-70%","Pass",5.66296048013595,"N",0.07
"BBB","Lower","30-40%","Fail",6.07993319509559,"Y",0.2
"BBB","Lower","30-40%","Pass",7.49498623395053,"N",-0.31
"FFF","HE Qual","70-80%","Fail",6.89871453432999,"N",-0.27
"BBB","Lower","30-40%","Pass",7.81681996576455,"N",0.42
"BBB","Lower","90-100%","Fail",4.20469261939097,"N",-0.26
"BBB","A-Level","30-40%","Pass",8.25582842728183,"N",0.36
"BBB","Lower","20-30%","Pass",8.54012816269873,"N",0.41
"GGG","A-Level","90-100%","Pass",5.71373280550937,"N",0.59
"BBB","Lower","20-30%","Pass",5.86078622346587,"N",-0.04
"BBB","Lower","30-40%","Pass",7.77695440332244,"N",-0.89
"CCC","A-Level","60-70%","Fail",7.02197642307216,"N",0.7455
"CCC","HE Qual","70-80%","Pass",6.361302477573,"N",0.28
"BBB","A-Level","90-100%","Pass",6.51174532964473,"N",0.76
"FFF","A-Level","30-40%","Pass",7.70120018085745,"N",0.01
"GGG","A-Level","60-70%","Pass",6.89060912014717,"N",0.76
"FFF","HE Qual","0-10%","Pass",8.53149049611706,"N",0.59
"BBB","A-Level","20-30%","Pass",7.52563997504154,"N",-0.68
"FFF","Lower","50-60%","Pass",7.81722278550817,"N",-0.22
"DDD","A-Level","30-40%","Fail",7.61233683716775,"N",-0.25
"GGG","A-Level","0-10%","Pass",6.85435450225502,"N",0.76
"BBB","A-Level","30-40%","Pass",6.01126717440416,"Y",-0.3385
"FFF","None","20-30%","Fail",7.34407285057307,"N",0.6485
"BBB","Lower","60-70%","Pass",6.00635315960173,"N",0.2
"DDD","Lower","20-30%","Fail",7.27655640271871,"Y",-1.43
"CCC","Lower","50-60%","Pass",7.84188592898462,"N",0.43
