"code_mode","high_educ","imd_band","age_band","prev_attempts","finRes","logSum_click","logStudy_credits","LMS_group","reduceReg","disabil","Wscal_score"
"BBB","Lower","70-80%","0-35",0,"Pass",7.85438121065236,4.11087386417331,"High","North Western Region","N",0.89
"FFF","A-Level","30-40%","0-35",1,"Fail",5.55682806169954,4.11087386417331,"Medium","London Region","N",-1.46
"GGG","Lower","50-60%","0-35",0,"Fail",0,3.43398720448515,"Low","Other","N",-3.25
"EEE","A-Level","60-70%","0-35",0,"Pass",7.80994708647679,4.11087386417331,"High","Other","N",0.53
"GGG","A-Level","40-50%","0-35",0,"Pass",6.25766758788264,3.43398720448515,"Medium","Yorkshire Region","N",0.15
"GGG","Lower","30-40%","0-35",0,NA,6.46458830368996,3.43398720448515,"Medium","South West Region","N",0.95
"EEE","Lower","20-30%","0-35",0,NA,8.82114223633189,4.11087386417331,"High","Wales","N",0.125
"CCC","HE Qual","30-40%","0-35",0,"Pass",8.45105338891169,4.87519732320115,"High","North Region","N",0.3
"EEE","HE Qual","40-50%","0-35",0,"Pass",7.17165682276851,4.11087386417331,"High","Yorkshire Region","N",-0.03
"EEE","A-Level","20-30%","0-35",0,"Pass",7.27517231945277,3.43398720448515,"High","North Western Region","N",0.24
"EEE","A-Level","50-60%","0-35",0,"Pass",7.61480536471107,4.51085950651685,"High","North Western Region","N",0.93
"DDD","Lower","90-100%","0-35",0,"Pass",7.70255611326858,4.11087386417331,"High","South Region","N",-0.14
"DDD","Lower","30-40%","0-35",1,"Fail",4.30406509320417,4.79579054559674,"Medium","London Region","Y",-3.25
"EEE","Lower","50-60%","0-35",0,"Pass",7.20711885620776,4.11087386417331,"High","Yorkshire Region","N",0.26
"DDD","HE Qual","80-90%","0-35",0,"Pass",5.70711026474888,4.11087386417331,"Medium","Other","N",-0.39
"FFF","Lower","60-70%","0-35",0,"Pass",7.47929963778283,4.79579054559674,"High","Wales","N",0.42
"CCC","A-Level","40-50%","0-35",0,"Pass",7.62851762657506,4.51085950651685,"High","South West Region","N",0.49
"FFF","Lower","70-80%","0-35",0,"Fail",5.6970934865054,4.79579054559674,"Medium","Yorkshire Region","N",0.42
"CCC","A-Level","80-90%","0-35",0,"Pass",8.28071107566285,4.51085950651685,"High","Wales","N",0.45
"DDD","HE Qual","80-90%","0-35",1,"Pass",7.37400185935016,4.11087386417331,"High","London Region","N",-0.54
"BBB","Lower","40-50%","0-35",0,"Fail",0,4.11087386417331,"Low","Other","N",-3.25
"FFF","Lower","0-10%","0-35",0,"Fail",4.66343909411207,4.11087386417331,"Medium","Wales","N",-3.25
"BBB","Lower","40-50%","0-35",0,"Fail",6.22257626807137,4.79579054559674,"Medium","South Region","N",-0.25
"BBB","Lower","90-100%","0-35",0,"Pass",6.51323011091231,4.11087386417331,"Medium","Other","N",0.64
"FFF","Lower","30-40%","0-35",0,"Pass",7.94165125293056,4.11087386417331,"High","Other","N",0.5
"DDD","A-Level","0-10%","0-35",0,"Fail",5.21493575760899,4.11087386417331,"Medium","North Western Region","N",-0.68
"CCC","A-Level","40-50%","0-35",0,NA,7.18083119904456,5.01727983681492,"High","Wales","N",0.7
"BBB","A-Level","40-50%","0-35",0,"Fail",5.66988092298052,4.11087386417331,"Medium","Wales","N",0.74
"GGG","A-Level","90-100%","0-35",0,"Pass",5.03043792139244,3.43398720448515,"Medium","South Region","N",0.38
"DDD","A-Level","30-40%","0-35",1,"Fail",5.62762111369064,4.11087386417331,"Medium","Other","N",-3.25
"FFF","Lower","70-80%","0-35",0,"Fail",0,4.11087386417331,"Low","Other","N",-3.25
"EEE","A-Level","60-70%","0-35",0,"Pass",6.51025834052315,4.11087386417331,"Medium","South East Region","N",0.66
"DDD","A-Level","30-40%","0-35",1,"Pass",7.29641326877392,4.79579054559674,"High","South West Region","N",0.2
"DDD","A-Level","90-100%","0-35",0,"Pass",6.8627579130514,4.51085950651685,"High","South West Region","N",0.31
"FFF","Lower","0-10%","0-35",0,"Fail",5.76205138278018,4.11087386417331,"Medium","West Midlands Region","N",-3.25
"FFF","A-Level","70-80%","0-35",0,"Pass",8.43771698991444,4.11087386417331,"High","North Region","N",0.56
"FFF","A-Level","30-40%","0-35",0,"Pass",7.27862894232068,4.79579054559674,"High","West Midlands Region","N",-0.23
"GGG","A-Level","0-10%","0-35",0,"Fail",3.13549421592915,3.43398720448515,"Low","London Region","N",-3.25
"GGG","Lower","40-50%","0-35",0,"Pass",6.87109129461055,3.43398720448515,"High","South Region","N",-0.598
"BBB","Lower","0-10%","0-35",0,"Pass",6.20657592672493,4.79579054559674,"Medium","Wales","N",0.43
"FFF","A-Level","60-70%","0-35",0,NA,8.00736706798333,4.11087386417331,"High","Other","N",0.85
"EEE","HE Qual","30-40%","0-35",0,"Fail",6.7093043402583,4.79579054559674,"Medium","Other","N",0.4
"EEE","Lower","30-40%","0-35",0,"Fail",4.12713438504509,4.11087386417331,"Medium","North Region","N",-3.25
"BBB","HE Qual","50-60%","0-35",0,"Fail",3.89182029811063,4.11087386417331,"Medium","Other","N",1.35
"FFF","Lower","70-80%","0-35",0,"Pass",8.53346016388011,4.11087386417331,"High","Yorkshire Region","N",0.54
"BBB","HE Qual","60-70%","0-35",0,"Fail",4.88280192258637,4.11087386417331,"Medium","Other","N",0.02
"FFF","Lower","30-40%","0-35",0,"Pass",8.14844566624324,4.11087386417331,"High","Other","N",-0.12
"CCC","A-Level","90-100%","0-35",0,"Fail",7.9755646584952,4.11087386417331,"High","South East Region","N",-0.11
"CCC","A-Level","80-90%","0-35",0,NA,8.04269949689764,4.11087386417331,"High","Other","N",1.06
"BBB","Lower","80-90%","0-35",0,"Pass",6.15909538849193,4.79579054559674,"Medium","South West Region","N",-0.36
"FFF","Lower","80-90%","0-35",0,"Fail",5.3890717298165,4.51085950651685,"Medium","Other","N",0.44
"EEE","Lower","0-10%","0-35",0,"Fail",5.91079664404053,4.11087386417331,"Medium","Other","N",-0.93
"DDD","Lower","60-70%","0-35",1,"Pass",7.23633934275434,4.11087386417331,"High","Other","N",0.47
"DDD","A-Level","70-80%","0-35",0,"Fail",6.7990558620588,4.79579054559674,"Medium","Other","N",-0.14
"DDD","Lower","30-40%","0-35",0,"Fail",4.57471097850338,4.26267987704132,"Medium","Other","N",-3.25
"DDD","Lower","20-30%","0-35",0,"Fail",7.06646697013696,4.11087386417331,"High","South Region","N",-1.06
"GGG","Lower","60-70%","0-35",0,"Fail",5.8805329864007,4.11087386417331,"Medium","Other","Y",0.746
"BBB","Lower","30-40%","0-35",1,"Pass",6.16541785423142,4.79579054559674,"Medium","North Western Region","N",0.69
"CCC","A-Level","90-100%","0-35",0,NA,8.36287583103188,4.79579054559674,"High","South East Region","N",1.01
"FFF","Lower","20-30%","0-35",0,"Fail",4.99043258677874,4.11087386417331,"Medium","London Region","N",-0.2
"FFF","Lower","20-30%","0-35",0,"Pass",8.17526610411206,4.11087386417331,"High","Yorkshire Region","N",0.41
"EEE","HE Qual","20-30%","0-35",0,"Pass",7.27100853828099,4.11087386417331,"High","Other","Y",1.0035
"DDD","A-Level","30-40%","0-35",0,NA,9.29578385379365,4.79579054559674,"High","North Region","N",0.97
"FFF","Lower","70-80%","0-35",0,"Fail",0,4.11087386417331,"Low","Wales","N",-3.25
"FFF","A-Level","30-40%","0-35",0,"Fail",5.84354441703136,5.48479693349065,"Medium","London Region","N",-0.99
"GGG","Lower","0-10%","0-35",0,"Pass",5.89440283426485,3.43398720448515,"Medium","North Western Region","N",-0.5
"FFF","A-Level","60-70%","0-35",0,"Pass",7.25841215059531,4.51085950651685,"High","London Region","N",0.26
"FFF","A-Level","60-70%","0-35",0,NA,8.45871626165726,4.11087386417331,"High","Other","N",1.09
"EEE","Lower","90-100%","0-35",0,"Pass",7.91242312147371,3.43398720448515,"High","Other","N",0.84
"GGG","Lower","30-40%","0-35",0,"Pass",7.46221493976819,3.43398720448515,"High","Other","Y",0.25
"GGG","Lower","80-90%","0-35",0,"Fail",3.25809653802148,3.43398720448515,"Low","South West Region","N",-3.25
"CCC","HE Qual","80-90%","0-35",0,NA,8.38228942895144,4.51085950651685,"High","Other","N",0.93
"GGG","A-Level","0-10%","0-35",0,"Fail",4.91998092582813,3.43398720448515,"Medium","London Region","N",0.1
"CCC","A-Level","0-10%","0-35",0,"Pass",8.06306291132679,4.79579054559674,"High","North Region","N",0.26
"BBB","A-Level","70-80%","0-35",0,"Pass",6.32793678372919,4.11087386417331,"Medium","South Region","N",0.29
"GGG","Lower","30-40%","0-35",0,"Pass",6.45676965557216,3.43398720448515,"Medium","London Region","N",-0.07
"DDD","A-Level","80-90%","0-35",0,"Fail",5.65948221575962,4.11087386417331,"Medium","Other","N",-0.97
"FFF","A-Level","50-60%","0-35",0,"Fail",6.64509096950564,4.51085950651685,"Medium","South Region","N",-0.56
"DDD","HE Qual","60-70%","0-35",0,"Pass",8.21066803116298,4.11087386417331,"High","Other","N",0.24
"EEE","A-Level","80-90%","0-35",0,"Pass",8.10349427838097,4.11087386417331,"High","Other","N",-0.517
"FFF","A-Level","30-40%","0-35",0,"Pass",8.11999382772511,4.11087386417331,"High","London Region","N",0.64
"BBB","A-Level","60-70%","0-35",0,"Fail",6.12686918411419,4.11087386417331,"Medium","Other","N",0.52
"CCC","A-Level","30-40%","0-35",0,"Fail",7.51207124583547,4.11087386417331,"High","West Midlands Region","N",-0.5
"FFF","A-Level","60-70%","0-35",0,"Pass",8.26590733415575,4.11087386417331,"High","South West Region","N",0.57
"DDD","A-Level","60-70%","0-35",0,"Pass",6.9555926083963,4.11087386417331,"High","South Region","N",-0.04
"GGG","A-Level","30-40%","0-35",0,"Fail",3.40119738166216,3.43398720448515,"Low","London Region","N",0.7075
"BBB","HE Qual","30-40%","0-35",0,"Pass",6.73221070646721,4.11087386417331,"Medium","London Region","N",0.48
"EEE","A-Level","30-40%","0-35",0,"Fail",4.64439089914137,4.11087386417331,"Medium","North Region","N",-3.25
"GGG","A-Level","0-10%","0-35",0,"Pass",6.85118492749374,3.43398720448515,"High","North Western Region","N",0.67
"FFF","A-Level","90-100%","0-35",0,"Pass",7.15148546390474,4.11087386417331,"High","Other","N",0.05
"BBB","A-Level","50-60%","0-35",0,NA,7.01750614294126,4.11087386417331,"High","Other","N",-0.162
"FFF","Lower","30-40%","0-35",0,"Pass",8.52018870039604,4.11087386417331,"High","North Region","N",0.5
"BBB","Lower","60-70%","0-35",0,NA,7.13489085156588,4.79579054559674,"High","South Region","N",1.065
"EEE","HE Qual","60-70%","0-35",0,"Pass",7.45124168498768,4.11087386417331,"High","South Region","N",0.53
"GGG","A-Level","30-40%","0-35",0,"Pass",6.61069604471776,3.43398720448515,"Medium","Yorkshire Region","N",0.05
"FFF","HE Qual","90-100%","0-35",0,"Fail",6.37331978957701,4.11087386417331,"Medium","South Region","N",0.39
"DDD","Lower","80-90%","0-35",0,"Pass",7.19443685110033,4.79579054559674,"High","Other","N",0.14
"CCC","A-Level","30-40%","0-35",0,NA,9.01663425631559,4.79579054559674,"High","Other","N",0.96
"CCC","HE Qual","30-40%","0-35",0,"Fail",6.59441345974978,4.51085950651685,"Medium","North Western Region","N",-0.53
"FFF","Lower","30-40%","0-35",0,"Pass",8.74925684010501,4.11087386417331,"High","Other","N",0.2
"CCC","HE Qual","40-50%","0-35",0,"Pass",8.70134640303916,3.43398720448515,"High","North Region","N",0.894
"FFF","Lower","30-40%","0-35",0,"Pass",7.77064523412918,4.11087386417331,"High","London Region","N",0.31
"BBB","Lower","40-50%","0-35",0,"Fail",3.46573590279973,4.11087386417331,"Medium","North Western Region","N",-0.83
"BBB","Lower","30-40%","0-35",0,"Pass",6.68461172766793,4.79579054559674,"Medium","Yorkshire Region","N",0.22
"DDD","Lower","30-40%","0-35",0,NA,7.29369772060144,4.11087386417331,"High","Other","N",0.62
"FFF","Lower","50-60%","0-35",0,"Fail",6.39526159811545,4.11087386417331,"Medium","Other","N",0.53
"EEE","Lower","80-90%","0-35",0,NA,7.81681996576455,3.43398720448515,"High","South East Region","N",0.94
"DDD","HE Qual","0-10%","0-35",0,"Fail",6.63987583382654,4.79579054559674,"Medium","London Region","N",-0.19
"BBB","Lower","0-10%","0-35",0,"Fail",6.03787091992214,5.01727983681492,"Medium","North Western Region","N",0.35
"DDD","Lower","60-70%","0-35",0,"Pass",8.07837810362652,4.79579054559674,"High","Other","N",-0.01
"FFF","Lower","50-60%","0-35",0,"Pass",7.98718474823347,4.79579054559674,"High","South West Region","N",0.37
"EEE","A-Level","60-70%","0-35",0,NA,7.11069612297883,4.11087386417331,"High","South Region","N",0.87
"BBB","A-Level","30-40%","0-35",0,"Fail",5.73979291217923,4.11087386417331,"Medium","Other","N",-0.16
"FFF","A-Level","40-50%","0-35",0,NA,8.42244285487043,4.11087386417331,"High","Other","N",0.82
"BBB","Lower","0-10%","0-35",0,"Pass",7.38770923908104,4.11087386417331,"High","Yorkshire Region","N",-0.73
"BBB","A-Level","80-90%","0-35",0,"Fail",7.36391350140582,5.19849703126583,"High","Other","N",0.52
"BBB","A-Level","80-90%","0-35",0,"Pass",8.90136656405678,4.11087386417331,"High","South Region","N",0.67
"BBB","A-Level","30-40%","0-35",0,"Pass",6.83840520084734,4.11087386417331,"Medium","Other","N",0.31
"BBB","Lower","80-90%","0-35",0,"Fail",2.89037175789616,4.11087386417331,"Low","Wales","N",-0.38
"GGG","Lower","30-40%","0-35",0,"Pass",6.14418563412565,3.43398720448515,"Medium","South Region","N",0.58
"DDD","HE Qual","50-60%","0-35",0,"Pass",6.44730586254121,4.51085950651685,"Medium","London Region","N",0.76
"EEE","A-Level","40-50%","0-35",0,"Fail",6.93731408122368,4.11087386417331,"High","Yorkshire Region","N",0.6
"BBB","A-Level","0-10%","0-35",0,"Pass",5.59842195899838,4.11087386417331,"Medium","North Region","N",0.05
"GGG","Lower","30-40%","0-35",1,"Pass",5.12396397940326,4.11087386417331,"Medium","Other","N",0.5
"FFF","Lower","50-60%","0-35",0,"Fail",6.81892406527552,4.11087386417331,"Medium","South East Region","Y",0.28
"CCC","HE Qual","90-100%","0-35",0,NA,8.10711747075039,4.51085950651685,"High","South Region","N",0.81
"FFF","A-Level","0-10%","0-35",0,"Pass",8.74687531957003,4.11087386417331,"High","North Western Region","N",0.72
"BBB","HE Qual","30-40%","0-35",0,NA,7.23056315340929,4.11087386417331,"High","London Region","N",0.6
"BBB","A-Level","30-40%","0-35",0,NA,7.42237370098682,4.79579054559674,"High","North Western Region","N",0.84
"BBB","Lower","20-30%","0-35",0,"Pass",6.57368016696065,4.11087386417331,"Medium","West Midlands Region","N",0.34
"DDD","A-Level","70-80%","0-35",0,"Pass",6.18001665365257,4.11087386417331,"Medium","Other","N",-0.61
"GGG","A-Level","40-50%","0-35",0,"Pass",6.83947643822884,3.43398720448515,"Medium","Other","N",0.75
"EEE","A-Level","0-10%","0-35",0,"Fail",7.37274636640433,3.43398720448515,"High","London Region","N",-0.96
"FFF","A-Level","60-70%","0-35",0,"Pass",8.49249057877587,4.11087386417331,"High","Wales","N",-0.21
"BBB","HE Qual","30-40%","0-35",1,"Fail",0,5.01727983681492,"Low","West Midlands Region","N",-3.25
"DDD","A-Level","30-40%","0-35",1,"Pass",7.54697411751653,4.11087386417331,"High","Other","Y",0.694
"DDD","Lower","20-30%","0-35",0,"Fail",4.81218435537242,4.51085950651685,"Medium","North Western Region","N",-1.65
"DDD","Lower","40-50%","0-35",0,"Fail",4.76217393479776,4.51085950651685,"Medium","Yorkshire Region","N",-0.47
"FFF","A-Level","30-40%","0-35",0,NA,8.39094946484199,4.51085950651685,"High","Other","N",0.6
"CCC","Lower","20-30%","0-35",0,"Fail",7.80751004221619,3.43398720448515,"High","North Western Region","N",-0.12
"CCC","A-Level","90-100%","0-35",0,NA,7.36960072052641,4.11087386417331,"High","West Midlands Region","N",0.72
"CCC","Lower","80-90%","0-35",0,"Fail",8.74544368009859,4.11087386417331,"High","South Region","N",-0.25
"BBB","A-Level","0-10%","0-35",0,"Pass",5.8348107370626,4.79579054559674,"Medium","West Midlands Region","N",-0.02
"CCC","A-Level","0-10%","0-35",0,"Fail",3.58351893845611,4.11087386417331,"Medium","Other","N",-0.93
"GGG","HE Qual","20-30%","0-35",0,NA,6.3818160174061,4.51085950651685,"Medium","North Western Region","Y",-0.06
"DDD","HE Qual","60-70%","0-35",0,NA,8.28903709827848,4.11087386417331,"High","Other","N",0.74
"BBB","A-Level","40-50%","0-35",0,"Pass",6.57088296233958,5.01727983681492,"Medium","Wales","N",0.21
"BBB","Lower","40-50%","0-35",0,"Pass",5.53338948872752,4.79579054559674,"Medium","Other","N",0.31
"BBB","Lower","20-30%","0-35",1,"Fail",5.16478597392351,4.79579054559674,"Medium","North Western Region","N",0.89
"BBB","Lower","20-30%","0-35",0,"Fail",4.99721227376411,4.11087386417331,"Medium","Other","N",-0.12
"EEE","Lower","0-10%","0-35",1,"Fail",0,4.79579054559674,"Low","Other","N",-3.25
"BBB","A-Level","0-10%","0-35",0,"Pass",6.6052979209482,4.51085950651685,"Medium","Other","Y",-0.3
"FFF","Lower","40-50%","0-35",0,"Fail",4.38202663467388,4.11087386417331,"Medium","North Region","N",0.35
"FFF","A-Level","30-40%","0-35",0,NA,8.38913252134872,4.79579054559674,"High","London Region","N",0.85
"DDD","HE Qual","0-10%","0-35",0,"Pass",7.43720636687129,4.79579054559674,"High","Other","N",0.37
"CCC","A-Level","50-60%","0-35",1,"Fail",7.23777819192344,3.43398720448515,"High","Other","N",-0.41
"FFF","HE Qual","80-90%","0-35",0,"Fail",7.83991936001258,5.19849703126583,"High","Other","N",0.69
"GGG","Lower","40-50%","0-35",0,"Fail",3.73766961828337,3.43398720448515,"Medium","London Region","N",-3.25
"GGG","Lower","20-30%","0-35",0,"Fail",2.39789527279837,3.43398720448515,"Low","West Midlands Region","N",-3.25
"CCC","Lower","90-100%","0-35",0,"Fail",6.87316383421252,4.11087386417331,"High","South East Region","N",-0.83
"EEE","HE Qual","50-60%","0-35",1,NA,8.51338595307328,4.11087386417331,"High","North Region","N",0.58
"DDD","A-Level","90-100%","0-35",0,"Pass",7.78572089653462,4.11087386417331,"High","South Region","Y",0.32
"BBB","A-Level","30-40%","0-35",0,NA,7.06304816338817,4.79579054559674,"High","Wales","N",0.44
"FFF","A-Level","90-100%","0-35",0,"Pass",8.33038156934942,4.51085950651685,"High","Other","N",0.34
"BBB","Lower","20-30%","0-35",0,"Fail",6.69579891705849,4.11087386417331,"Medium","South Region","N",-0.38
"CCC","A-Level","20-30%","0-35",0,"Pass",7.89133075766189,4.51085950651685,"High","Wales","N",0.63
"DDD","Lower","80-90%","0-35",0,"Pass",6.62140565176413,4.11087386417331,"Medium","South Region","N",-0.23
"DDD","A-Level","50-60%","0-35",1,"Pass",5.94017125272043,4.11087386417331,"Medium","West Midlands Region","N",-0.02
"BBB","Lower","60-70%","0-35",1,"Pass",6.13772705408623,4.79579054559674,"Medium","South East Region","N",0.7
"FFF","A-Level","30-40%","0-35",1,"Pass",7.8815599170569,4.51085950651685,"High","Other","N",0.32
"EEE","A-Level","30-40%","0-35",0,"Pass",7.55276208421415,4.51085950651685,"High","North Region","N",-0.74
"EEE","HE Qual","50-60%","0-35",0,"Fail",5.66296048013595,4.11087386417331,"Medium","South West Region","N",-1.61
"EEE","Lower","60-70%","0-35",1,"Pass",7.76429600645052,4.11087386417331,"High","North Western Region","N",0.25
"DDD","HE Qual","30-40%","0-35",0,"Pass",7.35372233039963,4.51085950651685,"High","North Region","N",-0.3
"FFF","Lower","30-40%","0-35",0,"Fail",0,4.51085950651685,"Low","North Western Region","N",-3.25
"FFF","A-Level","70-80%","0-35",0,"Pass",7.23921497377981,4.79579054559674,"High","Other","N",0.26
"FFF","Lower","50-60%","0-35",0,"Fail",7.06646697013696,4.51085950651685,"High","Other","N",-0.79
"BBB","HE Qual","40-50%","0-35",1,"Pass",6.70318811324086,4.11087386417331,"Medium","Other","N",-0.02
"DDD","A-Level","30-40%","0-35",1,"Pass",6.12468339089421,4.51085950651685,"Medium","West Midlands Region","Y",-0.34
"BBB","A-Level","50-60%","0-35",1,NA,7.78986855905471,4.11087386417331,"High","Other","N",0.85
"BBB","Lower","50-60%","0-35",0,"Fail",6.35610766069589,4.79579054559674,"Medium","North Western Region","N",-0.35
"DDD","Lower","70-80%","0-35",1,"Pass",7.94307271727793,4.79579054559674,"High","London Region","N",-0.69
"BBB","HE Qual","90-100%","0-35",0,"Pass",6.41345895716736,4.11087386417331,"Medium","South Region","N",0.3
"BBB","Lower","80-90%","0-35",0,"Pass",7.21229446850034,4.11087386417331,"High","Other","N",0.35
"CCC","A-Level","30-40%","0-35",0,"Fail",7.74109909003537,4.11087386417331,"High","North Region","N",0.06
"BBB","Lower","40-50%","0-35",0,"Fail",4.7361984483945,4.79579054559674,"Medium","West Midlands Region","N",-0.5
"BBB","A-Level","60-70%","0-35",0,"Fail",4.94875989037817,4.11087386417331,"Medium","London Region","N",-1.29
"EEE","A-Level","50-60%","0-35",0,"Pass",8.06085575293432,4.11087386417331,"High","South East Region","N",0.54
"BBB","A-Level","70-80%","0-35",0,"Pass",6.91671502035361,4.79579054559674,"High","West Midlands Region","N",-0.49
"DDD","A-Level","40-50%","0-35",0,"Pass",6.63068338564237,4.11087386417331,"Medium","Other","N",0.48
"FFF","Lower","20-30%","0-35",0,"Pass",8.03657340970731,4.11087386417331,"High","Other","N",0.65
"FFF","Lower","80-90%","0-35",0,NA,8.99986622376264,4.79579054559674,"High","West Midlands Region","N",0.91
"GGG","Lower","40-50%","0-35",0,"Pass",7.11801620446533,3.43398720448515,"High","North Western Region","N",0.51
"EEE","A-Level","50-60%","0-35",0,"Pass",7.14755927118945,4.11087386417331,"High","South East Region","N",0.7
"GGG","Lower","50-60%","0-35",0,NA,6.46146817635372,3.43398720448515,"Medium","South West Region","N",0.71
"GGG","Lower","80-90%","0-35",0,"Pass",6.83840520084734,3.43398720448515,"Medium","Other","N",0.57
"BBB","A-Level","80-90%","0-35",0,NA,4.98360662170834,4.11087386417331,"Medium","West Midlands Region","N",0.76
"GGG","Lower","0-10%","0-35",0,"Fail",4.21950770517611,4.51085950651685,"Medium","South West Region","Y",-3.25
"FFF","Lower","60-70%","0-35",0,"Pass",7.01121398735037,4.11087386417331,"High","North Western Region","N",0.36
"GGG","A-Level","90-100%","0-35",0,NA,7.15617663748062,3.43398720448515,"High","West Midlands Region","N",0.86
"BBB","Lower","0-10%","0-35",1,"Fail",2.07944154167984,4.79579054559674,"Low","South West Region","N",-0.95
"BBB","A-Level","50-60%","0-35",0,NA,7.18614430452233,4.79579054559674,"High","South East Region","N",1.03
"BBB","Lower","50-60%","0-35",0,"Pass",5.78996017089725,4.11087386417331,"Medium","Other","N",0.61
"FFF","A-Level","90-100%","0-35",0,NA,7.59940133341582,4.11087386417331,"High","South Region","N",0.48
"DDD","Lower","80-90%","0-35",0,"Pass",6.88243747099785,4.11087386417331,"High","South West Region","N",0.59
"BBB","Lower","30-40%","0-35",0,"Fail",3.09104245335832,4.79579054559674,"Low","West Midlands Region","N",-3.25
"FFF","A-Level","80-90%","0-35",0,NA,7.69666708152646,4.79579054559674,"High","South West Region","N",0.74
"BBB","A-Level","40-50%","0-35",1,NA,7.22475340576797,4.79579054559674,"High","Yorkshire Region","N",0.31
"BBB","A-Level","0-10%","0-35",0,"Pass",6.31716468674728,5.01727983681492,"Medium","South Region","N",-0.58
"EEE","Lower","70-80%","0-35",0,NA,8.0013550258267,4.11087386417331,"High","Other","N",1.1
"FFF","Lower","30-40%","0-35",0,NA,8.19891444498699,4.11087386417331,"High","Yorkshire Region","N",0.51
"EEE","Lower","30-40%","0-35",0,"Pass",7.24422751560335,4.11087386417331,"High","London Region","N",0.14
"BBB","HE Qual","30-40%","0-35",0,"Fail",4.77912349311153,4.79579054559674,"Medium","South West Region","N",0.3
"FFF","A-Level","20-30%","0-35",0,"Fail",4.99043258677874,4.79579054559674,"Medium","Other","N",0.03
"DDD","Lower","80-90%","0-35",0,"Fail",7.89729647259588,4.11087386417331,"High","London Region","N",-0.12
"BBB","A-Level","0-10%","0-35",0,NA,6.19644412779452,4.79579054559674,"Medium","West Midlands Region","N",0.8
"DDD","A-Level","20-30%","0-35",0,NA,6.70686233660275,4.11087386417331,"Medium","South West Region","N",0.39
"EEE","A-Level","30-40%","0-35",0,"Pass",8.42463920980563,4.11087386417331,"High","North Region","N",-0.08
"FFF","A-Level","70-80%","0-35",0,"Pass",7.73805229768932,4.51085950651685,"High","Other","N",0.59
"EEE","A-Level","40-50%","0-35",0,"Fail",6.62273632394984,4.11087386417331,"Medium","Yorkshire Region","N",-0.35
"BBB","Lower","20-30%","0-35",0,"Fail",4.65396035015752,4.11087386417331,"Medium","South East Region","N",0.53
"BBB","Lower","30-40%","0-35",0,"Fail",2.39789527279837,4.11087386417331,"Low","West Midlands Region","N",0.19
"BBB","A-Level","30-40%","0-35",0,NA,6.38687931936265,4.11087386417331,"Medium","Other","N",0.77
"DDD","Lower","90-100%","0-35",0,"Fail",5.27299955856375,4.11087386417331,"Medium","Wales","N",-3.25
"BBB","HE Qual","50-60%","0-35",0,"Pass",7.50108212425987,4.11087386417331,"High","Other","N",-0.02
"GGG","Lower","50-60%","0-35",0,"Pass",6.80350525760834,3.43398720448515,"Medium","London Region","N",0.87
"FFF","Lower","90-100%","0-35",1,"Pass",8.14467918344776,4.11087386417331,"High","Wales","N",0.31
"CCC","A-Level","40-50%","0-35",0,"Pass",7.83755436088108,4.79579054559674,"High","West Midlands Region","N",0.58
"BBB","Lower","30-40%","0-35",0,"Pass",6.42324696353352,4.79579054559674,"Medium","West Midlands Region","N",0.36
"FFF","A-Level","30-40%","0-35",0,"Pass",8.12976444579417,4.51085950651685,"High","Other","N",0.01
"GGG","A-Level","90-100%","0-35",0,NA,6.37331978957701,3.43398720448515,"Medium","South West Region","N",0.41
"FFF","Lower","20-30%","0-35",1,"Fail",4.95582705760126,5.19849703126583,"Medium","South West Region","N",-3.25
"FFF","A-Level","60-70%","0-35",0,"Fail",4.34380542185368,4.79579054559674,"Medium","North Western Region","N",0.874
"FFF","A-Level","70-80%","0-35",0,NA,8.80207133653528,5.01727983681492,"High","Other","N",1.09
"BBB","Lower","30-40%","0-35",0,"Fail",5.65948221575962,4.79579054559674,"Medium","North Region","N",0.43
"DDD","A-Level","80-90%","0-35",0,"Pass",7.02908756414966,4.11087386417331,"High","Other","Y",0.18
"BBB","A-Level","40-50%","0-35",0,"Fail",5.66296048013595,4.79579054559674,"Medium","Other","N",0.23
"GGG","Lower","80-90%","0-35",0,"Pass",6.74170069465205,3.43398720448515,"Medium","South East Region","N",0.88
"GGG","A-Level","60-70%","0-35",0,"Pass",5.38449506278909,3.43398720448515,"Medium","South West Region","N",0.31
"DDD","A-Level","60-70%","0-35",0,"Pass",7.1074254741107,4.11087386417331,"High","Other","N",-0.3
"DDD","Lower","0-10%","0-35",1,"Fail",6.79682371827486,4.11087386417331,"Medium","South Region","N",-0.54
"EEE","A-Level","80-90%","0-35",0,"Pass",7.48717369421374,4.11087386417331,"High","South West Region","N",0.86
"BBB","Lower","90-100%","0-35",0,"Pass",4.30406509320417,4.11087386417331,"Medium","Yorkshire Region","N",-0.7775
"BBB","A-Level","50-60%","0-35",0,"Pass",4.89034912822175,4.11087386417331,"Medium","South East Region","Y",0.14
"CCC","Lower","30-40%","0-35",0,"Fail",7.13089883029635,4.79579054559674,"High","Other","N",-1.1
"GGG","Lower","20-30%","0-35",0,"Pass",6.35957386867238,3.43398720448515,"Medium","North Western Region","Y",0.6
"EEE","A-Level","30-40%","0-35",0,"Pass",7.60090245954208,4.11087386417331,"High","North Western Region","N",0.6
