"id_stud","code_mode.x","code_pres.x","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","code_mode.y","code_pres.y","date_reg","date_unregistration","sum_click"
601269,"BBB","2013J","F","Wales","Lower Than A Level","20-30%","0-35",0,60,"N","Pass","BBB","2013J","-46","?",739
601271,"FFF","2014J","M","South West Region","Lower Than A Level","40-50%","0-35",1,60,"Y","Fail","FFF","2013J","-28","122",2834
601271,"FFF","2014J","M","South West Region","Lower Than A Level","40-50%","0-35",1,60,"Y","Fail","FFF","2014J","-137","?",2834
601275,"GGG","2013J","M","East Anglian Region","Lower Than A Level","20-30%","0-35",0,30,"Y","Fail","GGG","2013J","-38","?",376
601276,"GGG","2013J","M","North Western Region","Lower Than A Level","0-10%","0-35",0,30,"N","Fail","GGG","2013J","-37","?",41
601293,"DDD","2013J","F","London Region","A Level or Equivalent","20-Oct","0-35",0,90,"Y","Pass","DDD","2013J","-52","?",3290
601310,"DDD","2013J","M","Ireland","Lower Than A Level","40-50%","0-35",0,60,"N","Fail","DDD","2013J","-26","?",85
601319,"GGG","2013J","F","South East Region","HE Qualification","90-100%","0-35",0,30,"N","Pass","GGG","2013J","-67","?",233
601345,"FFF","2014B","M","London Region","A Level or Equivalent","20-Oct","0-35",0,60,"N","Fail","FFF","2014B","-46","?",980
601346,"BBB","2013J","F","East Midlands Region","A Level or Equivalent","20-30%","35-55",0,60,"Y","Distinction","BBB","2013J","-46","?",342
601356,"BBB","2014B","F","East Anglian Region","Lower Than A Level","60-70%","0-35",0,120,"N","Distinction","BBB","2014B","-179","?",1337
601360,"GGG","2013J","F","North Western Region","A Level or Equivalent","50-60%","35-55",0,30,"N","Pass","GGG","2013J","-36","?",791
601375,"FFF","2014B","M","Yorkshire Region","Lower Than A Level","0-10%","0-35",0,120,"N","Pass","FFF","2014B","-132","?",3512
601380,"DDD","2013J","F","London Region","A Level or Equivalent","70-80%","0-35",0,120,"N","Pass","DDD","2013J","-50","?",650
601386,"EEE","2014B","M","South East Region","A Level or Equivalent","40-50%","0-35",0,30,"N","Pass","EEE","2014B","-22","?",1802
601388,"FFF","2013J","F","South East Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass","CCC","2014J","-87","?",1772
601388,"FFF","2013J","F","South East Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass","FFF","2013J","-59","?",1772
601388,"CCC","2014J","F","South East Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass","FFF","2013J","-59","?",1772
601388,"CCC","2014J","F","South East Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass","CCC","2014J","-87","?",1772
601389,"FFF","2013J","M","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,120,"Y","Distinction","FFF","2013J","-59","?",4473
601390,"FFF","2013J","F","Yorkshire Region","A Level or Equivalent","50-60%","0-35",0,90,"N","Pass","FFF","2013J","-53","?",2654
601399,"FFF","2013J","M","South West Region","Lower Than A Level","40-50%","0-35",0,120,"N","Pass","FFF","2013J","-59","?",3127
601414,"GGG","2013J","M","West Midlands Region","Lower Than A Level","40-50%","35-55",0,30,"N","Fail","GGG","2013J","-38","?",30
601418,"DDD","2014J","M","North Region","HE Qualification","?","35-55",0,60,"N","Pass","DDD","2014J","-20","?",387
601430,"FFF","2013J","M","North Western Region","A Level or Equivalent","40-50%","0-35",0,90,"N","Pass","FFF","2013J","-52","?",3218
601431,"CCC","2014J","M","South West Region","A Level or Equivalent","70-80%","35-55",0,60,"N","Fail","CCC","2014J","-14","?",588
601433,"EEE","2013J","M","South West Region","Lower Than A Level","50-60%","0-35",0,60,"N","Fail","EEE","2013J","-29","?",405
601439,"FFF","2013J","F","Scotland","HE Qualification","90-100%","0-35",0,90,"Y","Pass","FFF","2013J","-28","?",1532
601455,"BBB","2013J","F","Yorkshire Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Pass","BBB","2013J","-11","?",334
601464,"GGG","2013J","F","London Region","Lower Than A Level","20-30%","35-55",0,30,"N","Pass","GGG","2013J","-22","?",2228
601465,"GGG","2013J","M","London Region","Lower Than A Level","70-80%","0-35",0,30,"N","Fail","GGG","2013J","-44","?",704
601467,"DDD","2013J","F","East Anglian Region","Lower Than A Level","70-80%","0-35",0,90,"N","Fail","DDD","2013J","-37","?",969
601488,"DDD","2014J","M","North Western Region","Lower Than A Level","20-30%","0-35",1,60,"N","Pass","DDD","2013J","-42","-1",771
601488,"DDD","2014J","M","North Western Region","Lower Than A Level","20-30%","0-35",1,60,"N","Pass","DDD","2014J","-35","?",771
601497,"BBB","2013J","F","Ireland","Lower Than A Level","20-Oct","35-55",0,60,"N","Distinction","BBB","2013J","-28","?",1364
601499,"BBB","2013J","F","Ireland","Lower Than A Level","20-30%","35-55",0,60,"N","Pass","BBB","2013J","-28","?",1578
601504,"BBB","2013J","F","Ireland","Lower Than A Level","50-60%","35-55",0,60,"N","Pass","BBB","2013J","-3","?",4612
601505,"BBB","2013J","F","Scotland","HE Qualification","70-80%","0-35",0,120,"N","Fail","BBB","2013J","-30","?",468
601511,"GGG","2013J","F","Yorkshire Region","Lower Than A Level","40-50%","0-35",0,30,"N","Fail","GGG","2013J","-38","?",123
601517,"CCC","2014J","M","West Midlands Region","A Level or Equivalent","80-90%","0-35",0,30,"N","Fail","CCC","2014J","-17","?",880
601529,"GGG","2013J","M","South Region","Lower Than A Level","20-30%","35-55",0,30,"N","Fail","GGG","2013J","-49","?",45
601534,"GGG","2013J","F","South West Region","Lower Than A Level","20-30%","0-35",0,30,"N","Pass","GGG","2013J","-32","?",202
601546,"GGG","2013J","F","North Western Region","Lower Than A Level","20-Oct","35-55",0,30,"N","Fail","GGG","2013J","-38","?",601
601550,"CCC","2014B","F","South Region","A Level or Equivalent","70-80%","35-55",0,30,"N","Pass","CCC","2014B","-110","?",1931
601551,"BBB","2013J","F","London Region","Lower Than A Level","30-40%","0-35",0,60,"Y","Fail","BBB","2013J","-30","?",280
601558,"BBB","2013J","F","London Region","Lower Than A Level","0-10%","0-35",0,60,"N","Fail","BBB","2013J","-12","?",119
601560,"FFF","2014B","M","East Anglian Region","Lower Than A Level","50-60%","0-35",0,60,"N","Fail","FFF","2014B","-22","?",2312
601566,"DDD","2013J","M","North Western Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","DDD","2013J","-66","?",1186
601566,"DDD","2013J","M","North Western Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","CCC","2014J","-115","205",1186
601567,"EEE","2014J","M","East Anglian Region","Lower Than A Level","70-80%","0-35",0,60,"N","Fail","CCC","2014J","-23","?",966
601567,"EEE","2014J","M","East Anglian Region","Lower Than A Level","70-80%","0-35",0,60,"N","Fail","EEE","2014J","-23","?",966
601567,"CCC","2014J","M","East Anglian Region","Lower Than A Level","70-80%","0-35",0,60,"N","Fail","EEE","2014J","-23","?",966
601567,"CCC","2014J","M","East Anglian Region","Lower Than A Level","70-80%","0-35",0,60,"N","Fail","CCC","2014J","-23","?",966
601576,"GGG","2013J","F","East Anglian Region","Lower Than A Level","20-30%","0-35",0,30,"N","Fail","GGG","2013J","-17","?",224
601579,"DDD","2013J","F","South East Region","A Level or Equivalent","80-90%","0-35",0,90,"N","Pass","DDD","2013J","-58","?",1256
601581,"GGG","2013J","F","East Anglian Region","A Level or Equivalent","40-50%","35-55",0,30,"N","Fail","GGG","2013J","-28","?",NA
601583,"FFF","2013J","M","North Western Region","A Level or Equivalent","20-Oct","0-35",0,120,"N","Pass","FFF","2013J","-58","?",3528
601599,"EEE","2014J","M","Scotland","HE Qualification","70-80%","0-35",0,60,"N","Fail","EEE","2014J","-74","?",14
601605,"GGG","2013J","F","East Midlands Region","Lower Than A Level","90-100%","0-35",0,30,"N","Pass","GGG","2013J","-38","?",745
601616,"BBB","2014B","F","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,90,"N","Pass","BBB","2014B","-36","?",196
601635,"BBB","2013J","M","South East Region","HE Qualification","70-80%","0-35",0,60,"N","Pass","BBB","2013J","-29","?",756
601640,"FFF","2013J","M","London Region","HE Qualification","20-30%","0-35",0,90,"N","Fail","FFF","2013J","-58","-4",122
601645,"GGG","2013J","F","West Midlands Region","No Formal quals","0-10%","0-35",0,30,"N","Fail","GGG","2013J","-25","?",935
601653,"EEE","2013J","M","North Region","HE Qualification","?","0-35",0,60,"N","Pass","EEE","2013J","-20","?",1203
601653,"EEE","2013J","M","North Region","HE Qualification","?","0-35",0,60,"N","Pass","CCC","2014J","-8","51",1203
601655,"BBB","2013J","M","Scotland","A Level or Equivalent","50-60%","35-55",0,60,"N","Pass","BBB","2013J","-59","?",1305
601681,"FFF","2013J","M","Ireland","Lower Than A Level","?","0-35",0,60,"N","Pass","FFF","2013J","-31","?",3637
601706,"BBB","2014J","F","East Anglian Region","A Level or Equivalent","70-80%","0-35",1,120,"Y","Pass","BBB","2013J","-58","235",1260
601706,"BBB","2014J","F","East Anglian Region","A Level or Equivalent","70-80%","0-35",1,120,"Y","Pass","BBB","2014J","-37","?",1260
601731,"DDD","2014B","M","London Region","A Level or Equivalent","30-40%","0-35",1,210,"N","Fail","DDD","2014B","-17","?",45
601731,"DDD","2014B","M","London Region","A Level or Equivalent","30-40%","0-35",1,210,"N","Fail","DDD","2013J","-44","30",45
601731,"CCC","2014B","M","London Region","A Level or Equivalent","30-40%","0-35",0,210,"N","Fail","DDD","2014B","-17","?",45
601731,"CCC","2014B","M","London Region","A Level or Equivalent","30-40%","0-35",0,210,"N","Fail","DDD","2013J","-44","30",45
601731,"CCC","2014B","M","London Region","A Level or Equivalent","30-40%","0-35",0,210,"N","Fail","CCC","2014B","-17","?",45
601731,"DDD","2014B","M","London Region","A Level or Equivalent","30-40%","0-35",1,210,"N","Fail","CCC","2014B","-17","?",45
601735,"FFF","2014B","M","North Region","Lower Than A Level","?","35-55",0,120,"N","Pass","CCC","2014J","-46","137",6782
601735,"FFF","2014B","M","North Region","Lower Than A Level","?","35-55",0,120,"N","Pass","FFF","2014B","-82","?",6782
601745,"FFF","2013J","M","London Region","A Level or Equivalent","60-70%","0-35",0,60,"Y","Fail","FFF","2013J","-58","?",2967
601757,"EEE","2013J","M","Scotland","HE Qualification","90-100%","35-55",0,90,"N","Distinction","EEE","2013J","-53","?",5391
601757,"EEE","2013J","M","Scotland","HE Qualification","90-100%","35-55",0,90,"N","Distinction","CCC","2014B","-136","31",5391
601788,"FFF","2013J","M","North Western Region","Lower Than A Level","40-50%","0-35",0,90,"N","Pass","FFF","2013J","-57","?",2651
601803,"BBB","2014J","F","North Region","A Level or Equivalent","30-40%","0-35",0,120,"N","Fail","BBB","2014J","-155","?",316
601808,"FFF","2013J","F","Scotland","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass","FFF","2013J","-44","?",2439
601820,"FFF","2014J","M","North Region","HE Qualification","?","0-35",0,120,"N","Pass","FFF","2014J","-2","?",1364
601854,"GGG","2013J","F","North Western Region","A Level or Equivalent","0-10%","35-55",0,30,"N","Pass","GGG","2013J","-31","?",252
601857,"DDD","2013J","F","South Region","Lower Than A Level","60-70%","0-35",0,150,"Y","Pass","DDD","2013J","-56","?",5128
601857,"DDD","2013J","F","South Region","Lower Than A Level","60-70%","0-35",0,150,"Y","Pass","CCC","2014J","-155","?",5128
601862,"BBB","2014B","F","Wales","Lower Than A Level","60-70%","0-35",0,60,"N","Pass","BBB","2014B","-72","?",252
601872,"CCC","2014B","M","East Anglian Region","A Level or Equivalent","40-50%","35-55",0,60,"N","Pass","CCC","2014B","-138","?",2005
601873,"EEE","2013J","M","South Region","HE Qualification","40-50%","0-35",0,30,"N","Pass","EEE","2013J","-31","?",701
601874,"BBB","2014J","F","Wales","Lower Than A Level","20-Oct","35-55",0,60,"N","Fail","BBB","2014J","-4","?",849
601885,"BBB","2013J","F","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Pass","BBB","2013J","-58","?",347
601887,"BBB","2013J","F","South West Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass","BBB","2013J","-58","?",321
601892,"GGG","2013J","M","North Western Region","Lower Than A Level","70-80%","0-35",0,30,"N","Fail","GGG","2013J","-22","?",NA
601896,"BBB","2013J","F","Scotland","Lower Than A Level","20-30%","0-35",0,60,"N","Fail","BBB","2013J","-53","?",353
601914,"GGG","2013J","M","North Western Region","Lower Than A Level","0-10%","0-35",0,30,"N","Fail","GGG","2013J","-35","?",9
601934,"BBB","2013J","F","North Western Region","Lower Than A Level","0-10%","35-55",0,180,"N","Fail","BBB","2013J","-52","?",824
601939,"GGG","2013J","F","East Anglian Region","Lower Than A Level","30-40%","0-35",0,30,"N","Fail","GGG","2013J","-22","?",1392
601949,"CCC","2014B","M","Scotland","HE Qualification","40-50%","35-55",0,30,"N","Pass","CCC","2014B","-22","?",1403
601951,"BBB","2013J","F","West Midlands Region","Lower Than A Level","20-Oct","0-35",0,60,"N","Fail","BBB","2013J","-52","?",974
601952,"FFF","2013J","F","East Midlands Region","Lower Than A Level","0-10%","0-35",0,60,"N","Pass","FFF","2013J","-32","?",1789
601956,"DDD","2014B","M","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass","DDD","2014B","-134","?",1885
601956,"DDD","2014B","M","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass","CCC","2014J","-155","240",1885
601963,"GGG","2013J","M","West Midlands Region","Lower Than A Level","0-10%","35-55",0,30,"N","Pass","GGG","2013J","-37","?",716
601983,"GGG","2013J","F","South West Region","A Level or Equivalent","90-100%","35-55",0,30,"N","Pass","GGG","2013J","-26","?",2729
601983,"GGG","2013J","F","South West Region","A Level or Equivalent","90-100%","35-55",0,30,"N","Pass","BBB","2014J","-129","201",2729
602007,"EEE","2013J","M","Ireland","Post Graduate Qualification","?","0-35",0,60,"N","Pass","EEE","2013J","-38","?",2904
602009,"BBB","2013J","F","Wales","HE Qualification","50-60%","0-35",0,60,"N","Pass","BBB","2013J","-58","?",295
602011,"BBB","2014B","F","Scotland","Lower Than A Level","30-40%","0-35",1,120,"Y","Fail","BBB","2014B","-85","?",278
602011,"BBB","2014B","F","Scotland","Lower Than A Level","30-40%","0-35",1,120,"Y","Fail","BBB","2013J","-25","30",278
602014,"BBB","2013J","F","Wales","Lower Than A Level","20-Oct","0-35",0,60,"N","Pass","BBB","2013J","-35","?",1255
602023,"GGG","2013J","F","South West Region","A Level or Equivalent","40-50%","35-55",0,30,"N","Fail","GGG","2013J","-25","?",144
602026,"GGG","2013J","F","London Region","Lower Than A Level","0-10%","0-35",0,30,"N","Fail","GGG","2013J","-22","?",210
602029,"DDD","2014J","F","East Midlands Region","Lower Than A Level","70-80%","35-55",0,60,"N","Pass","DDD","2014J","-122","?",4109
602030,"CCC","2014J","M","Scotland","Lower Than A Level","60-70%","0-35",1,30,"N","Fail","CCC","2014J","-114","?",1164
602030,"CCC","2014J","M","Scotland","Lower Than A Level","60-70%","0-35",1,30,"N","Fail","CCC","2014B","-58","97",1164
602032,"BBB","2013J","F","East Anglian Region","Lower Than A Level","60-70%","0-35",0,60,"N","Fail","BBB","2013J","-57","?",62
602042,"CCC","2014B","M","North Region","Post Graduate Qualification","?","35-55",0,30,"N","Distinction","CCC","2014B","-40","?",1236
602045,"GGG","2014B","F","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,30,"N","Distinction","GGG","2014B","-127","?",489
602061,"GGG","2014B","F","East Anglian Region","Lower Than A Level","30-40%","0-35",1,60,"N","Fail","GGG","2014B","-29","?",354
602066,"BBB","2013J","M","North Western Region","A Level or Equivalent","50-60%","0-35",0,120,"N","Pass","BBB","2013J","-35","?",425
602072,"GGG","2013J","F","South Region","A Level or Equivalent","70-80%","35-55",0,30,"Y","Pass","GGG","2013J","-59","?",337
602097,"FFF","2013J","M","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,60,"Y","Fail","FFF","2013J","-29","?",312
602099,"FFF","2013J","F","North Region","Lower Than A Level","?","0-35",0,120,"N","Pass","FFF","2013J","-19","?",1402
602107,"CCC","2014B","M","London Region","HE Qualification","80-90%","0-35",0,60,"N","Fail","CCC","2014B","-22","?",811
602107,"EEE","2014B","M","London Region","HE Qualification","80-90%","0-35",0,60,"N","Fail","EEE","2014B","-22","?",811
602107,"EEE","2014B","M","London Region","HE Qualification","80-90%","0-35",0,60,"N","Fail","CCC","2014B","-22","?",811
602107,"CCC","2014B","M","London Region","HE Qualification","80-90%","0-35",0,60,"N","Fail","EEE","2014B","-22","?",811
602109,"BBB","2014J","F","Ireland","Lower Than A Level","60-70%","35-55",0,60,"N","Fail","BBB","2014J","-25","?",128
602111,"FFF","2013J","M","North Western Region","Lower Than A Level","30-40%","0-35",0,60,"Y","Fail","FFF","2013J","-25","?",542
602123,"CCC","2014J","M","South Region","Lower Than A Level","70-80%","0-35",0,90,"N","Fail","CCC","2014J","-123","?",1392
602133,"EEE","2013J","M","South West Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","CCC","2014B","-156","?",5264
602133,"EEE","2013J","M","South West Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","EEE","2013J","-37","?",5264
602133,"CCC","2014B","M","South West Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","CCC","2014B","-156","?",5264
602133,"CCC","2014B","M","South West Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","EEE","2013J","-37","?",5264
602147,"BBB","2013J","F","Ireland","Lower Than A Level","0-10%","0-35",0,60,"N","Pass","BBB","2013J","-18","?",263
602151,"CCC","2014J","M","East Anglian Region","A Level or Equivalent","20-Oct","0-35",0,60,"N","Pass","CCC","2014J","-37","?",1224
602168,"GGG","2013J","F","East Midlands Region","A Level or Equivalent","60-70%","0-35",0,30,"N","Fail","GGG","2013J","-42","?",581
602175,"GGG","2013J","F","Yorkshire Region","Lower Than A Level","50-60%","0-35",0,90,"N","Fail","GGG","2013J","-42","?",84
602185,"DDD","2014J","M","Scotland","HE Qualification","50-60%","0-35",0,90,"N","Pass","DDD","2014J","-60","?",1081
602228,"DDD","2014B","M","East Anglian Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Fail","DDD","2014B","-109","?",505
602233,"EEE","2013J","M","West Midlands Region","HE Qualification","90-100%","0-35",0,60,"N","Pass","EEE","2013J","-22","?",2527
602244,"EEE","2013J","M","Scotland","HE Qualification","20-30%","0-35",0,60,"N","Fail","EEE","2013J","-53","?",3
602245,"BBB","2013J","F","Scotland","Lower Than A Level","20-Oct","35-55",0,60,"N","Pass","BBB","2013J","-45","?",9668
602268,"EEE","2013J","M","Yorkshire Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Distinction","EEE","2013J","-35","?",1679
602269,"CCC","2014B","M","Yorkshire Region","HE Qualification","20-30%","0-35",0,60,"N","Fail","EEE","2013J","-25","?",954
602269,"EEE","2013J","M","Yorkshire Region","HE Qualification","20-30%","0-35",0,60,"N","Pass","CCC","2014B","-17","?",954
602269,"CCC","2014B","M","Yorkshire Region","HE Qualification","20-30%","0-35",0,60,"N","Fail","CCC","2014B","-17","?",954
602269,"EEE","2013J","M","Yorkshire Region","HE Qualification","20-30%","0-35",0,60,"N","Pass","EEE","2013J","-25","?",954
602275,"EEE","2013J","M","East Anglian Region","A Level or Equivalent","20-Oct","0-35",0,60,"N","Pass","EEE","2013J","-51","?",2586
602288,"EEE","2013J","M","South Region","A Level or Equivalent","?","0-35",0,60,"N","Pass","EEE","2013J","-49","?",2887
602288,"CCC","2014J","M","South Region","A Level or Equivalent","?","0-35",1,60,"N","Pass","CCC","2014J","-141","?",2887
602288,"CCC","2014J","M","South Region","A Level or Equivalent","?","0-35",1,60,"N","Pass","EEE","2013J","-49","?",2887
602288,"EEE","2013J","M","South Region","A Level or Equivalent","?","0-35",0,60,"N","Pass","CCC","2014J","-141","?",2887
602302,"DDD","2013J","F","North Region","Lower Than A Level","?","0-35",0,60,"N","Pass","DDD","2013J","-60","?",1419
602312,"FFF","2013J","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,120,"Y","Pass","DDD","2013J","-64","68",4938
602312,"FFF","2013J","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,120,"Y","Pass","FFF","2013J","-57","?",4938
602318,"DDD","2014J","M","North Region","Lower Than A Level","?","0-35",0,60,"N","Distinction","DDD","2014J","-27","?",1187
602324,"BBB","2013J","F","Scotland","HE Qualification","30-40%","0-35",0,60,"N","Fail","BBB","2013J","-56","?",154
602344,"FFF","2013J","M","North Region","Lower Than A Level","20-Oct","0-35",0,90,"N","Fail","FFF","2013J","-22","?",888
602356,"DDD","2013J","F","Wales","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass","DDD","2013J","-38","?",799
602360,"GGG","2014J","F","Yorkshire Region","A Level or Equivalent","0-10%","0-35",2,30,"N","Fail","GGG","2014J","-18","?",666
602365,"DDD","2014B","M","West Midlands Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass","DDD","2014B","-144","?",631
602389,"EEE","2013J","F","London Region","A Level or Equivalent","40-50%","35-55",0,60,"N","Fail","EEE","2013J","-46","?",2059
602395,"BBB","2013J","F","East Anglian Region","Lower Than A Level","90-100%","0-35",0,90,"N","Pass","BBB","2013J","-56","?",356
602398,"CCC","2014B","M","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Fail","EEE","2013J","-56","?",1341
602398,"CCC","2014B","M","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Fail","CCC","2014B","-175","?",1341
602398,"EEE","2013J","M","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Fail","CCC","2014B","-175","?",1341
602398,"EEE","2013J","M","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Fail","EEE","2013J","-56","?",1341
602401,"GGG","2013J","M","North Region","Lower Than A Level","20-30%","0-35",0,30,"N","Pass","GGG","2013J","-31","?",766
602404,"DDD","2013J","F","South East Region","A Level or Equivalent","60-70%","0-35",0,60,"Y","Pass","DDD","2013J","-29","?",999
602424,"EEE","2013J","M","East Anglian Region","Lower Than A Level","40-50%","0-35",0,60,"N","Pass","EEE","2013J","-22","?",1223
602448,"BBB","2014J","F","Ireland","A Level or Equivalent","70-80%","0-35",1,60,"N","Fail","BBB","2014J","16","?",NA
602451,"FFF","2013J","M","North Region","A Level or Equivalent","20-Oct","35-55",0,60,"N","Pass","FFF","2013J","-45","?",3155
602454,"DDD","2014B","F","London Region","Lower Than A Level","20-Oct","0-35",0,120,"N","Pass","DDD","2014B","-85","?",423
602458,"BBB","2013J","F","Scotland","HE Qualification","20-30%","35-55",0,60,"N","Pass","BBB","2013J","-46","?",779
602468,"FFF","2013J","M","South East Region","Lower Than A Level","20-Oct","35-55",0,90,"N","Pass","FFF","2013J","-56","?",1225
602469,"FFF","2013J","F","Wales","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass","FFF","2013J","-50","?",4487
602470,"GGG","2013J","F","East Anglian Region","Lower Than A Level","70-80%","0-35",0,30,"N","Pass","GGG","2013J","-22","?",702
602471,"BBB","2014J","M","London Region","Lower Than A Level","0-10%","35-55",0,60,"N","Pass","BBB","2014J","-81","?",1997
602483,"BBB","2013J","F","East Anglian Region","Lower Than A Level","70-80%","0-35",0,60,"N","Fail","BBB","2013J","-29","?",139
602496,"BBB","2013J","F","Yorkshire Region","HE Qualification","0-10%","0-35",0,60,"N","Pass","BBB","2013J","-32","?",286
602502,"FFF","2014J","M","Scotland","A Level or Equivalent","70-80%","0-35",1,120,"Y","Fail","FFF","2014J","-144","?",524
602502,"FFF","2014J","M","Scotland","A Level or Equivalent","70-80%","0-35",1,120,"Y","Fail","FFF","2013J","-29","131",524
602511,"FFF","2013J","F","South West Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass","FFF","2013J","-44","?",8781
602516,"FFF","2013J","F","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","FFF","2013J","-31","?",3266
602528,"DDD","2014J","M","East Anglian Region","HE Qualification","90-100%","35-55",0,60,"N","Pass","DDD","2014J","-35","?",900
602531,"GGG","2013J","F","West Midlands Region","Lower Than A Level","20-Oct","0-35",0,30,"N","Fail","GGG","2013J","-22","?",191
602533,"CCC","2014J","M","West Midlands Region","A Level or Equivalent","20-30%","0-35",0,60,"Y","Distinction","CCC","2014J","-49","?",1312
602533,"CCC","2014J","M","West Midlands Region","A Level or Equivalent","20-30%","0-35",0,60,"Y","Distinction","DDD","2014B","-148","?",1312
602533,"DDD","2014B","M","West Midlands Region","A Level or Equivalent","20-30%","0-35",0,60,"Y","Distinction","CCC","2014J","-49","?",1312
602533,"DDD","2014B","M","West Midlands Region","A Level or Equivalent","20-30%","0-35",0,60,"Y","Distinction","DDD","2014B","-148","?",1312
602569,"FFF","2013J","F","Scotland","A Level or Equivalent","50-60%","0-35",0,60,"N","Fail","FFF","2013J","-28","?",160
602570,"BBB","2014J","F","East Anglian Region","A Level or Equivalent","20-30%","0-35",2,120,"N","Fail","BBB","2014J","-129","?",277
602573,"GGG","2013J","M","South West Region","Lower Than A Level","50-60%","0-35",0,30,"N","Distinction","GGG","2013J","-28","?",721
602577,"FFF","2013J","M","Scotland","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass","FFF","2013J","-45","?",7045
602592,"FFF","2013J","F","Yorkshire Region","Lower Than A Level","0-10%","0-35",0,60,"N","Fail","FFF","2013J","-30","?",23
602594,"FFF","2014J","M","South Region","Lower Than A Level","60-70%","0-35",0,60,"N","Pass","FFF","2014J","-36","?",4364
602595,"DDD","2013J","F","South Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","DDD","2013J","-50","?",1309
602598,"BBB","2013J","F","East Anglian Region","Lower Than A Level","50-60%","0-35",0,120,"N","Fail","BBB","2013J","-53","?",3
602600,"FFF","2013J","M","Scotland","Lower Than A Level","0-10%","0-35",0,60,"N","Fail","FFF","2013J","-37","?",663
602604,"GGG","2013J","F","West Midlands Region","A Level or Equivalent","60-70%","0-35",0,30,"N","Distinction","GGG","2013J","-29","?",594
602607,"GGG","2013J","F","East Midlands Region","A Level or Equivalent","20-Oct","0-35",0,30,"Y","Fail","GGG","2013J","-24","?",2
602655,"GGG","2014B","F","North Western Region","A Level or Equivalent","50-60%","35-55",1,60,"N","Distinction","GGG","2014B","-75","?",609
602655,"GGG","2014B","F","North Western Region","A Level or Equivalent","50-60%","35-55",1,60,"N","Distinction","GGG","2013J","-60","5",609
602663,"EEE","2013J","M","Wales","Lower Than A Level","90-100%","0-35",0,60,"N","Distinction","EEE","2013J","-29","?",1896
602666,"BBB","2014J","F","South East Region","A Level or Equivalent","20-30%","0-35",1,90,"Y","Pass","BBB","2014J","-45","?",174
602666,"BBB","2014J","F","South East Region","A Level or Equivalent","20-30%","0-35",1,90,"Y","Pass","BBB","2013J","-53","9",174
602669,"FFF","2013J","M","South Region","A Level or Equivalent","50-60%","35-55",0,90,"N","Distinction","FFF","2013J","-35","?",5081
602672,"FFF","2014B","M","East Midlands Region","Lower Than A Level","60-70%","0-35",1,180,"N","Fail","FFF","2013J","-53","-1",500
602672,"FFF","2014B","M","East Midlands Region","Lower Than A Level","60-70%","0-35",1,180,"N","Fail","FFF","2014B","-89","?",500
602681,"FFF","2014B","M","Wales","HE Qualification","30-40%","0-35",0,60,"N","Pass","FFF","2014B","-23","?",2025
602683,"CCC","2014J","F","Scotland","HE Qualification","50-60%","35-55",0,60,"N","Distinction","CCC","2014J","-102","?",3987
602696,"BBB","2014J","F","East Midlands Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Distinction","BBB","2014J","-153","?",1338
602703,"EEE","2013J","M","South East Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","CCC","2014B","-170","111",2170
